conference,title,writer,year,citations,url,paper ID,snippet
Meeting of the Association for Computational Linguistics (ACL),A_Knowledge_Based_Approach_to_Detection_of_Idea_Plagiarism_in_Online_Research_Publications.,"J Deepika, V Archana…",2011,5,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=22191127&AN=73343822&h=cy2TLhI6dCxIk6Oyz8251nK8AX2eXcSRPptzZ53bs6xt%2BDKYqmiP8blp%2FS2KkoOaiiBh0gBDO%2BEPW%2Bsd5Jt8Ig%3D%3D&crl=c,17068330621070946050,"We introduce a new text technology, called Wikidition, which automatically generates large scale editions of corpora of natural language texts. Wikidition combines a wide range of text mining tools for automatically linking lexical, sentential and textual units. This includes the …"
Meeting of the Association for Computational Linguistics (ACL),Wikidition:_Automatic_lexiconization_and_linkification_of_text_corpora.,"A Mehler, R Gleim, T vor der Brück, W Hemati…",2016,7,https://www.researchgate.net/profile/Alexander_Mehler/publication/301662919_Wikidition_Automatic_lexiconization_and_linkification_of_text_corpora/links/5b3349150f7e9b0df5ccfd57/Wikidition-Automatic-lexiconization-and-linkification-of-text-corpora.pdf,1439157081796561163,We explore using recursive autoencoders for SemEval 2015 Task 1: Paraphrase and Semantic Similarity in Twitter. Our paraphrase detection system makes use of phrase-structure parse tree embeddings that are then provided as input to a conventional …
Meeting of the Association for Computational Linguistics (ACL),AMRITA_CEN@_SemEval-2015:_Paraphrase_Detection_for_Twitter_using_Unsupervised_Feature_Learning_with_Recursive_Autoencoders,"MS Sundaram, SK Padannayil",2015,5,https://www.aclweb.org/anthology/S15-2008.pdf,10892026964318293776,Text similarity detection aims at measuring the degree of similarity between a pair of texts. Corpora available for similarity detection are designed to evaluate the algorithms to assess the paraphrase level among documents. In this paper we present a textual German corpus …
Meeting of the Association for Computational Linguistics (ACL),A_German_Corpus_for_Similarity_Detection_Tasks.,"JM Torres-Moreno, G Sierra, P Peinl",2014,6,http://www.gelbukh.com/ijcla/2014-2/IJCLA-2014-2.pdf#page=9,1059850915664666044,"Abstract Information is fundamental to Finance, and understanding how it flows from official sources to news agencies is a central problem. Readers need to digest information rapidly from high volume news feeds, which often contain duplicate and irrelevant stories, to gain a …"
Meeting of the Association for Computational Linguistics (ACL),Tracking_information_flow_in_financial_text,"W Radford, B Hachey, JR Curran…",2009,5,https://www.aclweb.org/anthology/U09-1003.pdf,6712088715533479031,"This thesis builds upon our current understanding of text reuse by proposing a hypothetical framework of text reuse and applying this abstract definition to a specific domain, that of journalistic reuse. The framework aims to explore a suitable measure of reuse and …"
Meeting of the Association for Computational Linguistics (ACL),Measuring_text_reuse_and_document_derivation,PD Clough,2001,5,http://ir.shef.ac.uk/Cloughie/papers/transfer.pdf,13247091845407245041,"The NLP4NLP corpus contains articles published in 34 major conferences and journals in the field of speech and natural language processing over a period of 50 years (1965-2015), comprising 65,000 documents, gathering 50,000 authors, including 325,000 references and …"
Meeting of the Association for Computational Linguistics (ACL),The_nlp4nlp_corpus_(ii):_50_years_of_research_in_speech_and_language_processing,"J Mariani, G Francopoulo, P Paroubek…",2019,5,https://www.frontiersin.org/articles/10.3389/frma.2018.00037/full,11546703478609171636,"This paper investigates the problem of distinguishing between original and rewritten text materials, with focus on the application of plagiarism detection. The hypothesis is that original texts and rewritten texts exhibit significant and measurable differences, and that …"
Meeting of the Association for Computational Linguistics (ACL),Linguistic_and_statistical_traits_characterising_plagiarism,"M Chong, L Specia",2012,5,https://www.aclweb.org/anthology/C12-2020.pdf,8095416533793749562,"The task of measuring text reuse and linking target and source documents becomes challenging if reused text has been translated in other language and even more challenging if translation language uses a different script and syntactical structure. This year, in CLINSS …"
Meeting of the Association for Computational Linguistics (ACL),Pre-retrieval_based_strategies_for_cross_language_news_story_search,"A Kumar, S Das",2013,4,https://dl.acm.org/doi/abs/10.1145/2701336.2701640,12839695721920992436,"Page 1. THE EFFECT OF USING METACOGNITIVE STRATEGIES EMBEDDED IN
EXPLICIT-REFLECTIVE NATURE OF SCIENCE INSTRUCTION ON THE DEVELOPMENT
OF PRE-SERVICE SCIENCE TEACHERS' UNDERSTANDINGS OF NATURE OF SCIENCE …"
Meeting of the Association for Computational Linguistics (ACL),The_effect_of_using_metacognitive_strategies_embedded_in_explicit-reflective_nature_of_science_instruction_on_the_development_of_pre-service_science_teachers' …,A Baraz,2012,5,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.634.2332&rep=rep1&type=pdf,13068487156646207943,"The advancements in Business Process Management Systems (BPMS) have placed process models at the center of enterprise information systems. Due to the significant importance of process models, organizations are maintaining more and more process …"
Meeting of the Association for Computational Linguistics (ACL),Generating_process_model_collection_with_diverse_label_and_structural_features,"K Shahzad, K Shareef, RF Ali…",2016,4,https://ieeexplore.ieee.org/abstract/document/7845083/,17459013232405113842,"Page 1. PAN@FIRE 2013: Overview of the Cross-Language !ndian News Story Search (CL!NSS)
Track Parth Gupta1, Paul Clough2, Paolo Rosso1, Mark Stevenson2, and Rafael E. Banchs3
1Technical University of Valencia (UPV), Spain 2University of Sheffield, UK 3Institute for Infocomm …"
Meeting of the Association for Computational Linguistics (ACL),PAN@_FIRE_2013:_Overview_of_the_Cross-Language!_ndian_News_Story_Search_(CL!_NSS)_Track,"P Gupta, P Clough, P Rosso, M Stevenson…",2013,4,https://www.isical.ac.in/~fire/wn/slides/clinss.pdf,8471156478969041726,In this paper we address the difficulty of clipping articles from mobile apps. We propose a service called UniClip that allows a user to save the full content of an article by snapping a screenshot part of it. UniClip leverages a huge amount of indexed web data to mine the …
Meeting of the Association for Computational Linguistics (ACL),UniClip:_leveraging_web_search_for_universal_clipping_of_articles_on_mobile,"R Song, K Umemoto, JY Nie, X Xie, K Tanaka…",2016,4,https://link.springer.com/article/10.1007/s41019-016-0012-2,11205237874098736876,"The Research Topic on “NLP-enhanced Bibliometrics” aims to promote interdisciplinary research in bibliometrics, Natural Language Processing (NLP) and computational linguistics in order to enhance the ways bibliometrics can benefit from large-scale text analytics and …"
Meeting of the Association for Computational Linguistics (ACL),Mining_Scientific_Papers:_NLP-enhanced_Bibliometrics,"I Atanassova, M Bertin, P Mayr",2019,6,https://www.frontiersin.org/articles/10.3389/frma.2019.00002/full,4712322611227200684,Business process models are the conceptual models to depict the workflow of an organization. Process model matching (PMM) refers to the automatic identification of corresponding activities between a pair of process models that show similar or the same …
Meeting of the Association for Computational Linguistics (ACL),A_process_model_collection_and_gold_standard_correspondences_for_process_model_matching,"K Shahzad, RMA Nawab, A Abid, K Sharif, F Ali…",2019,5,https://ieeexplore.ieee.org/abstract/document/8667007/,18396517966025941918,Ph. D. thesis (European doctorate mention) in Computer Science written by Alberto Barrón Cedeno under the advice of Dr. Paolo Rosso at the Universitat Politecnica de Valencia. The author was examined in Valencia in July 2012 by a jury composed of the following doctors …
Meeting of the Association for Computational Linguistics (ACL),On_the_mono-and_cross-language_detection_of_text_re-use_and_plagiarism,AB Cedeno,2013,4,https://www.redalyc.org/pdf/5157/515751576012.pdf,70903948771123509,This paper examines the interrelatedness of modality and the narrator's mind-style in Edgar Allan Poe's story 'The Fall of the House of Usher.'Uncertainty modality directly influences the way the reader perceives the fictional world. By adding uncertainty modality to his narrative …
Meeting of the Association for Computational Linguistics (ACL),"Mind-Style,_Modality,_and_Poe's_'The_Fall_of_the_House_of_Usher'",S Zupan,2008,3,https://brill.com/view/book/edcoll/9789401206082/B9789401206082-s025.xml,11263324375588135911,"As part of our project ParaPhraser on the identification and classification of Russian paraphrase, we have collected a corpus of more than 8000 sentence pairs annotated as precise, loose or non-paraphrases. The corpus is annotated via crowdsourcing by naïve …"
Meeting of the Association for Computational Linguistics (ACL),Sentence_paraphrase_graphs:_Classification_based_on_predictive_models_or_annotators'_decisions?,"E Pronoza, E Yagunova, N Kochetkova",2016,3,https://link.springer.com/chapter/10.1007/978-3-319-62434-1_4,2380290121812719919,"This thesis investigates the impact of an intensive programme of English for academic purposes upon the second language writing development of postgraduate students at the University of Birmingham. The study uses a 300,000 word corpus (EAPCORP) of essays …"
Meeting of the Association for Computational Linguistics (ACL),Evaluating_the_impact_of_a_presessional_English_for_academic_purposes_programme:_A_corpus_based_study,S Issitt - 2017 - etheses.bham.ac.uk,2017,4,http://etheses.bham.ac.uk/id/eprint/7080/,5649951258596785144,We study the implicit bias of AdaGrad on separable linear classification problems. We show that AdaGrad converges to a direction that can be characterized as the solution of a quadratic optimization problem with the same feasible set as the hard SVM problem. We …
Meeting of the Association for Computational Linguistics (ACL),The_implicit_bias_of_adagrad_on_separable_data,"Q Qian, X Qian",2019,3,https://papers.nips.cc/paper/2019/file/3335881e06d4d23091389226225e17c7-Paper.pdf,8719652805953776322,"Textual description of business process models can be generated either manually or automatically. Both ways of generating descriptions have their strengths and weaknesses. However, it is not clear, how similar or different are the two descriptions (manually generated …"
Meeting of the Association for Computational Linguistics (ACL),Comparing_manual-and_auto-generated_textual_descriptions_of_business_process_models,"S Zaheer, K Shahzad…",2016,4,https://ieeexplore.ieee.org/abstract/document/7845091/,16957796806487373856,"Semantic interaction between text segments, which has been proven to be very useful for detecting the paraphrase relations, is often ignored in the study of paraphrase identification. In this paper, we adopt a neural network model for paraphrase identification, called as …"
Meeting of the Association for Computational Linguistics (ACL),Bidirectional_long_short-term_memory_with_gated_relevance_network_for_paraphrase_identification,"Y Shen, J Chen, X Huang",2016,4,https://link.springer.com/chapter/10.1007/978-3-319-50496-4_4,11946799742162384659,"Parallel aligned sentences provide useful information for different NLP applications. Yet, this kind of data is seldom available, especially for languages other than English. We propose to exploit comparable corpora in French which are distinguished by their registers (specialized …"
Meeting of the Association for Computational Linguistics (ACL),Identification_of_parallel_sentences_in_comparable_monolingual_corpora_from_different_registers,"R Cardon, N Grabar",2018,4,https://www.aclweb.org/anthology/W18-5610.pdf,4915638318389335435,"Observed textual similarities between different pieces of writing are frequently cited by textual scholars as grounds for interpretative stances about the meaning of a passage and its authorship, authenticity, and accuracy. Historically, identifying occurrences of such …"
Meeting of the Association for Computational Linguistics (ACL),Detection_and_management_of_redundancy_for_information_retrieval,Y Bernstein - 2006,2006,3,,16444458498648464464,"Establishing authenticity and independence of documents in relation to others is not a new problem, but in the era of hyper production of e-text it certainly gained even more importance. There is an increased need for automatic methods for determining originality of …"
Meeting of the Association for Computational Linguistics (ACL),Digital_approaches_to_text_reuse_in_the_early_Chinese_corpus,D Sturgeon,2018,5,https://read.dukeupress.edu/jclc/article-abstract/5/2/186/138151,16168285737082581172,Abstract Process Model Matching (PMM) refers to the automatic identification of corresponding activities between a pair of process models. Recognizing the pivotal role of PMM in numerous application areas a plethora of matching techniques have been …
Meeting of the Association for Computational Linguistics (ACL),N-gram_overlap_in_automatic_detection_of_document_derivation,"S Bosanac, V Štefanec - 2011 - darhiv.ffzg.unizg.hr",2011,3,http://darhiv.ffzg.unizg.hr/id/eprint/8458/,5787427272551278969,"One of challenges in text reuse detection is how to detect the source-reused passage pairs which have a wide range of similarity degree by one method or a single alignment algorithm only. However, the academic texts are rich with terminologies which are hardly altered when …"
Meeting of the Association for Computational Linguistics (ACL),Enhanced_benchmark_datasets_for_a_comprehensive_evaluation_of_process_model_matching_techniques,"M Ali, K Shahzad",2018,3,https://link.springer.com/chapter/10.1007/978-3-030-00787-4_8,17105337272482295273,"Much of today's human communication happens in the form of short snippets of written text. News headlines, sms and emails, tweets, image captions—the use of short text is extensive, spanning a variety of domains and applications. Analysis of such raw textual data can reveal …"
Meeting of the Association for Computational Linguistics (ACL),Significant_word-based_text_alignment_for_text_reuse_detection,"LD Krisnawati, KU Schulz",2017,2,https://www.researchgate.net/profile/Lucia_Dwika/publication/322539062_Significant_Word-based_Text_Alignment_for_Text_Reuse_Detection/links/5a5f0fd0458515c03ee1c398/Significant-Word-based-Text-Alignment-for-Text-Reuse-Detection.pdf,6796697484931436053,"Plagiarism occurs when the content is copied without permission or citation, and the problem of plagiarism has rapidly increased because of the digital era of resources available on the World Wide Web. An important task in plagiarism detection is measuring …"
Meeting of the Association for Computational Linguistics (ACL),Short-Text_Semantic_Similarity:_Algorithms_and_Applications,MA Sultan - 2016 - scholar.colorado.edu,2016,2,https://scholar.colorado.edu/downloads/np193944t,5652879142405734050,"In this work we describe the construction of a plagiarism detection/text reuse corpus submitted for the PAN-2015 Evaluation Lab. Our corpus consists of four different text reuse scenarios namely,(1) no-plagiarism,(2) story-retelling,(3) synonym-replacement and (4) …"
