conference,title,writer,year,citations,url,paper ID,snippet
VLDB,Scalable_sweeping-based_spatial_join,"L Arge, O Procopiuc, S Ramaswamy, T Suel, JS Vitter",1998,294,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.172.7310&rep=rep1&type=pdf,3013648788461956393,"In this paper, we consider the filter step of the spatial join problem, for the case where neither of the inputs are indexed. We present a new algorithm, Scalable Sweeping-Based Spatial Join (SSSJ), that achieves both efficiency on real-life data and robustness against …"
VLDB,The_A-tree:_An_index_structure_for_high-dimensional_spaces_using_relative_approximation,"Y Sakurai, M Yoshikawa, S Uemura, H Kojima",2000,317,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.110.4107&rep=rep1&type=pdf,3704911035633412242,"We propose a novel index structure, A-tree (Approximation tree), for similarity search of high-dimensional data. The basic idea of the A-tree is the introduction of Virtual Bounding Rectangles (VBRs), which contain and approximate MBRs and data objects. VBRs can be …"
VLDB,Distinct_sampling_for_highly-accurate_answers_to_distinct_values_queries_and_event_reports,PB Gibbons,2001,283,http://www.vldb.org/conf/2001/P541.pdf,18208159645671603334,"Estimating the number of distinct values is a wellstudied problem, due to its frequent occurrence in queries and its importance in selecting good query plans. Previous work has shown powerful negative results on the quality of distinct-values estimates based on …"
VLDB,Comparing_hierarchical_data_in_external_memory,SS Chawathe,1999,280,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.31.4695&rep=rep1&type=pdf,13335423855313168728,"We present an external-memory algorithm for computing a minimum-cost edit script between two rooted, ordered, labeled trees. The I/O, RAM, and CPU costs of our algorithm are, respectively, 4mn+7m+5n, 6S, andO (MN+(M+N) S1: 5), where M and N are the input tree …"
VLDB,Histogram-based_approximation_of_set-valued_query-answers,"YE Ioannidis, V Poosala",1999,292,http://www.vldb.org/conf/1999/P15.pdf,10818520946737416793,"Answering queries approximately has recently been proposed as a way to reduce query response times in on-line decision support systems, when the precise answer is not necessary or early feedback is helpful. Most of the work in this area uses sampling-based …"
VLDB,"Business_Process_Coordination:_State_of_the_Art,_Trends,_and_Open_Issues.","U Dayal, M Hsu, R Ladin",2001,306,http://www.vldb.org/conf/2001/P003.pdf,998061164772699297,"Over the past decade, there has been a lot of work in developing middleware for integrating and automating enterprise business processes. Today, with the growth in e-commerce and the blurring of enterprise boundaries, there is renewed interest in business process …"
VLDB,Ode_as_an_Active_Database:_Constraints_and_Triggers.,"NH Gehani, HV Jagadish",1991,448,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.34.661&rep=rep1&type=pdf,13883821531353137752,"Ode [2, 3] is a database system and environment based on the object paradigm. The database is defined, queried, and manipulated using the database programming language O++, which is an upward-compatible extension of the object-oriented programming …"
VLDB,VGRAM:_Improving_Performance_of_Approximate_Queries_on_String_Collections_Using_Variable-Length_Grams.,"C Li, B Wang, X Yang",2007,250,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.120.1926&rep=rep1&type=pdf,14249077435787570778,"Many applications need to solve the following problem of approximate string matching: from a collection of strings, how to find those similar to a given string, or the strings in another (possibly the same) collection of strings? Many algorithms are developed using fixed-length …"
VLDB,A_Taxonomy_and_Performance_Model_of_Data_Skew_Effects_in_Parallel_Joins.,"CB Walton, AG Dale, RM Jenevein",1991,278,http://vldb.org/conf/1991/P537.PDF,14636682183475258203,"Recent work on parallel joins and data skew has concentrated on algorithm design without considering the causes and chara. cteristics of data. skew itself. Existming ana. lyt, ic models of skew do not cont. ain enough informat, ion to fully describe data skew in parallel …"
VLDB,GraphDB:_Modeling_and_querying_graphs_in_databases,RH Güting,1994,258,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.52.3865&rep=rep1&type=pdf,13399994808804526895,"We propose a data model and query language that integrates an explicit modeling and querying of graphs smoothly into a standard database environment. For standard applications, some key features of object-oriented modeling are offered such as object …"
VLDB,Querying_XML_views_of_relational_data,"J Shanmugasundaram, J Kiernan, EJ Shekita, C Fan…",2001,373,http://www.vldb.org/conf/2001/P261.pdf,2935918237935383613,"XML has emerged as the standard data exchange format for Internet-based business applications. This has created the need to publish existing business data, stored in relational databases, as XML. A general way to publish relational data as XML is to provide XML views …"
VLDB,Change-centric_management_of_versions_in_an_XML_warehouse,"A Marian, S Abiteboul, G Cobena, L Mignet",2001,327,http://www.vldb.org/conf/2001/P581.pdf,6879107729890268842,"We present a change-centric method to manage versions in a Web WareHouse of XML data. The starting points is a sequence of snapshots of XML documents we obtain from the web. By running a di algorithm, we compute the changes between two consecutive versions. We …"
VLDB,Rethinking_Database_System_Architecture:_Towards_a_Self-Tuning_RISC-Style_Database_System.,"S Chaudhuri, G Weikum",2000,266,https://www.mpi-inf.mpg.de/~weikum/vldb00.pdf,6783087558569022422,"Database technology is one of the cornerstones for the new millennium's IT landscape. However, database systems as a unit of code packaging and deployment are at a crossroad: commercial systems have been adding features for a long time and have now reached …"
VLDB,Measuring_the_Complexity_of_Join_Enumeration_in_Query_Optimization.,"K Ono, GM Lohman",1990,279,https://pdfs.semanticscholar.org/c50c/a444a4aa5b701670fdee589df6668c0c10d5.pdf,5144610119819043766,"Introduction 314 (the second operand of the join) is the result of a join that must be materialized in memory or-if it is too big-on disk. The heuristic saves this materialization, but may exclude better plans for certain qucrics. As an example, suppose a query with four large …"
VLDB,A_scalable_algorithm_for_answering_queries_using_views,"R Pottinger, AY Levy",2000,317,http://www.vldb.org/conf/2000/P484.pdf,9545398175090927348,"The problem of answering queries using views is to find efficient methods of answering a query using a set of previously materialized views over the database, rather than accessing the database relations. The problem has received significant attention because of its …"
VLDB,Resource_sharing_in_continuous_sliding-window_aggregates,"A Arasu, J Widom",2004,248,https://books.google.co.jp/books?hl=ja&lr=lang_ja|lang_en&id=R780l9ETyw8C&oi=fnd&pg=PA336&dq=source:VLDB&ots=XJC2O0ES2l&sig=CR8pO8HQ7u4gdzM-scY9jBclhLM,13832404233570618312,"We consider the problem of resource sharing when processing large numbers of continuous queries. We specifically address sliding-window aggregates over data streams, an important class of continuous operators for which sharing has not been addressed. We present a suite …"
VLDB,A_Consideration_on_Normal_Form_of_Not-Necessarily-Normalized_Relation_in_the_Relational_Data_Model.,A Makinouchi,1977,353,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.3877&rep=rep1&type=pdf,3952093412755888221,"In this paper definitions of unnormalized relation, functional dependency on it and Normal Form are presented. The Normal Form plays a key role in our relational data model in which unnormalized relations are admitted as does the Third Normal Form of Codd in the data …"
VLDB,Database_Updates_through_Abduction.,"AC Kakas, P Mancarella",1990,304,https://www.researchgate.net/profile/Antonis_Kakas/publication/221310516_Database_Updates_through_Abduction/links/00b7d518ab26387e84000000/Database-Updates-through-Abduction.pdf,1742723347275995321,"The problem of view updates in deductive databases is studied by casting this in a naturally associated abductive framework. It is shown that this abductive approach deals successfully, in a simple yet powerful way, with the difficulties related to the presence of negation in the …"
VLDB,Instance-based_schema_matching_for_web_databases_by_domain-specific_query_probing,"J Wang, JR Wen, F Lochovsky, WY Ma",2004,252,https://books.google.co.jp/books?hl=ja&lr=lang_ja|lang_en&id=R780l9ETyw8C&oi=fnd&pg=PA408&dq=source:VLDB&ots=XJC2O0ES2l&sig=TJk8vbCSnQSydM5vs3l5Z0OS6LU,9317809196290695888,"In a Web database that dynamically provides information in response to user queries, two distinct schemas, interface schema (the schema users can query) and result schema (the schema users can browse), are presented to users. Each partially reflects the actual schema …"
VLDB,Supporting_incremental_join_queries_on_ranked_inputs,"A Natsev, YC Chang, JR Smith, CS Li, JS Vitter",2001,255,http://www.vldb.org/conf/2001/P281.pdf,11030113766373439774,This paper investigates the problem of incremental joins of multiple ranked data sets when the join condition is a list of arbitrary user-defined predicates on the input tuples. This problem arises in many important applications dealing with ordered inputs and multiple …
VLDB,Approximate_Query_Processing:_Taming_the_TeraBytes.,"MN Garofalakis, PB Gibbons",2001,228,http://www.vldb.org/conf/2001/tut4.pdf,11545626887968698394,"+ Seeing entire data is very helpful (provably & in practice)(But must construct synopses for a family of queries)+ Often faster: better access patterns, small synopses can reside in memory or cache+ Middleware: Can use with any DBMS, no special index striding+ Also …"
VLDB,Window-aware_load_shedding_for_aggregation_queries_over_data_streams,"N Tatbul, S Zdonik",2006,224,http://people.csail.mit.edu/tatbul/publications/vldb06.pdf,10837530436044882003,"Data stream management systems may be subject to higher input rates than their resources can handle. When overloaded, the system must shed load in order to maintain low-latency query results. In this paper, we describe a load shedding technique for queries consisting of …"
VLDB,An_overview_of_repository_technology,"PA Bernstein, U Dayal",1994,257,http://www.vldb.org/conf/1994/P705.PDF,8622998130847510180,"A repository is a shared database of information about engineered artifacts. We define a repository manager to be a database application that suPports checkout/checkin, version and configuration management, notification, context management, and workflow control …"
VLDB,"Improving_business_process_quality_through_exception_understanding,_prediction,_and_prevention","D Grigori, F Casati, U Dayal, MC Shan",2001,246,http://www.vldb.org/conf/2001/P159.pdf,5071725152406394205,"Business process automation technologies are being increasingly used by many companies to improve the efficiency of both internal processes as well as of e-services offered to customers. In order to satisfy customers and employees, business processes need to be …"
VLDB,Building_light-weight_wrappers_for_legacy_Web_data-sources_using_W4F,"A Sahuguet, F Azavant",1999,282,http://www.fing.edu.uy/inco/grupos/csi/esp/Cursos/cursos_posg/Inter2002/presentaciones/vldb99.pdf,5119390792718163390,"The Web has become a major conduit to information repositories of all kinds. Today, more than 80% of information published on the Web is generated by underlying databases (however access is granted through a Web gateway using forms as a query language and …"
VLDB,Efficient_Processing_of_Top-k_Dominating_Queries_on_Multi-Dimensional_Data.,"ML Yiu, N Mamoulis",2007,210,http://vldb.org/conf/2007/papers/research/p483-yiu.pdf,12177040012520949591,"The top-k dominating query returns k data objects which dominate the highest number of objects in a dataset. This query is an important tool for decision support since it provides data analysts an intuitive way for finding significant objects. In addition, it combines the …"
VLDB,Queries_independent_of_updates,"AY Levy, Y Sagiv",1993,273,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.96.6183&rep=rep1&type=pdf,4503299026297532456,This paper considers the problem of detecting independence of a queries expressed by datalog programs from updates. We provide new insight into the independence problem by reducing it to the equivalence problem for datalog programs (both for the case of insertion …
VLDB,Object_fusion_in_mediator_systems,"Y Papakonstantinou, S Abiteboul, H Garcia-Molina",1996,363,,882404138395242937,"In this paper, we carefully explore the assumptions behind using information capacity equivalence as a measure of correctness for judging transformed schemas in schema integration and translation methodologies. We present a classification of common …"
VLDB,The_use_of_information_capacity_in_schema_integration_and_translation,"RJ Miller, YE Ioannidis, R Ramakrishnan",1993,282,https://pdfs.semanticscholar.org/c10f/15974e5af4e2dd4ef648eb9561a7af23191e.pdf,1780492265533408108,Х вн гбб ж а и з знзи бз б ви в зиг ж бз иг зйбб ж о и гви виз г а ж ж Й а и гвз в д жб и Ц ви зи б и гв г ей жн ж зйаи з о з гж йз в ей жн гди б о жзК а н в и джгд и гв г и з йд и з иг и зиг ж б г и в вижг й з жжгжз в и зи б и гвК Ь з д д ж дж з виз в л з бда в Й з дджг з гж в ж б ви а …
VLDB,Fast_incremental_maintenance_of_approximate_histograms,"PB Gibbons, Y Matias, V Poosala",1997,283,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.63.5414&rep=rep1&type=pdf,6453178254518126369,"Many decision support systems, which utilize association rules for discovering interesting patterns, require the discovery of association rules that vary over time. Such rules describe complicated temporal patterns such as events that occur on the “first working day of every …"
