,paper_id,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
total,5167346194919122795,3,7,10,9,7,18,8,9,15,6,1,1,0
,papeir_id,2018,2019,2020,2021
total,14498467024974506370,32,51,15,0
