1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,3,2,9,4,2,4,4,4,5,7,5,3,5,8,3,3,4,3,0,3,4,2,1,2,2,2,4,1,0,0,0
